total_days,news_days,non_news_days,mean_ar_news,mean_ar_non_news,std_ar_news,std_ar_non_news,avg_r_squared,significant_tests,total_tests
1422,0,1422,,2.2364045370439134e-05,,0.026797589418295787,0.6545827996177412,0,5
