,Mean,Std,CV,Min,Max
Mkt-RF,-1.6025079769215178,1.5628142700207523,0.975230259398135,-4.538851349447722,4.074969618280383
SMB,-0.421695818431115,0.42333217182111554,1.0038804117055002,-1.6326566186157003,0.40429423215711163
HML,-0.003408632667137448,0.5290447754933671,155.2073300810252,-0.7696805423618575,1.5793644297722633
RMW,-0.9022135050969575,0.8631323930786986,0.9566830780103884,-3.3242940237746392,1.2201093660445363
CMA,-0.15227232138198643,0.9579460019411594,6.29100543846101,-2.7744231349821495,1.8545093343728982
Sector_Return,2.935238341879003,1.3079439388138951,0.445600590641171,-1.8957571810882428,4.933450569683547
