Category,N,Mean,Std,Min,Max,Median,25th_Percentile,75th_Percentile
Non-News Days,1322,2.236404537043926e-05,0.026797589418295787,-0.24725728484770512,0.1301860319475604,-0.0009991853962137238,-0.014684369829036481,0.01348974550252146
