Category,N,Mean,Std,Min,Max,Median,25th_Percentile,75th_Percentile
Non-News Days,1322,-3.946414876071494e-05,0.010329001094279573,-0.054568960163709546,0.06843569613115222,-0.00013016726515891353,-0.0053865372833316865,0.005173010956684264
